effective_from,product,price_pkr_per_litre,change
2006-01-01,hsd,62.65,
2006-01-01,jp1,45.82,
2006-01-01,ldo,54.94,
2006-01-01,petrol,62.13,
2006-01-01,sko,59.35,
2006-01-09,hsd,65.0,2.35
2006-01-09,jp1,12.0,-33.82
2006-01-09,ldo,56.0,1.06
2006-01-09,petrol,55.0,-7.13
2006-01-09,sko,33.0,-26.35
2006-05-01,hsd,37.29,-27.71
2006-05-01,petrol,55.55,0.55
2006-05-15,hsd,65.0,27.71
2006-05-15,jp1,12.0,
2006-05-15,ldo,56.0,
2006-05-15,petrol,55.0,-0.55
2006-05-15,sko,33.0,
2006-05-16,hsd,37.29,-27.71
2006-05-16,petrol,55.55,0.55
2006-06-01,hsd,37.29,0.0
2006-06-01,petrol,55.55,0.0
2006-06-16,hsd,37.29,0.0
2006-06-16,petrol,55.55,0.0
2006-07-16,hsd,37.73,0.44
2006-07-16,jp1,38.67,
2006-07-16,ldo,32.57,
2006-07-16,petrol,53.7,-1.85
2006-07-16,sko,35.23,
2006-08-16,hsd,37.29,-0.44
2006-08-16,petrol,55.55,1.85
2006-09-16,hsd,37.29,0.0
2006-09-16,jp1,38.4,
2006-09-16,petrol,55.55,0.0
2006-10-16,hsd,37.29,0.0
2006-10-16,jp1,38.4,0.0
2006-10-16,petrol,55.55,0.0
2006-11-16,hsd,37.29,0.0
2006-11-16,petrol,55.55,0.0
2006-12-01,hsd,37.29,0.0
2006-12-01,petrol,55.55,0.0
2007-01-16,hsd,36.33,-0.96
2007-01-16,petrol,51.7,-3.85
2007-04-01,hsd,36.33,0.0
2007-04-01,petrol,51.7,0.0
2007-04-16,hsd,36.33,0.0
2007-04-16,jp1,35.86,
2007-04-16,ldo,32.57,
2007-04-16,petrol,51.7,0.0
2007-04-16,sko,35.23,
2007-05-01,hsd,36.33,0.0
2007-05-01,jp1,36.48,0.62
2007-05-01,ldo,32.57,0.0
2007-05-01,petrol,51.7,0.0
2007-05-01,sko,35.23,0.0
2007-05-16,hsd,36.33,0.0
2007-05-16,jp1,36.58,0.1
2007-05-16,ldo,32.57,0.0
2007-05-16,petrol,51.7,0.0
2007-05-16,sko,35.23,0.0
2007-06-01,hsd,36.33,0.0
2007-06-01,jp1,37.03,0.45
2007-06-01,ldo,32.57,0.0
2007-06-01,petrol,51.7,0.0
2007-06-01,sko,35.23,0.0
2007-06-16,hsd,36.33,0.0
2007-06-16,jp1,36.9,-0.13
2007-06-16,ldo,32.57,0.0
2007-06-16,petrol,51.7,0.0
2007-06-16,sko,35.23,0.0
2007-07-01,hsd,36.33,0.0
2007-07-01,jp1,36.9,0.0
2007-07-01,ldo,32.57,0.0
2007-07-01,petrol,51.7,0.0
2007-07-01,sko,35.23,0.0
2007-07-16,hsd,37.73,1.4
2007-07-16,jp1,38.67,1.77
2007-07-16,ldo,32.57,0.0
2007-07-16,petrol,53.7,2.0
2007-07-16,sko,35.23,0.0
2007-08-01,hsd,37.73,0.0
2007-08-01,jp1,39.34,0.67
2007-08-01,ldo,32.57,0.0
2007-08-01,petrol,53.7,0.0
2007-08-01,sko,35.23,0.0
2007-08-25,hsd,37.73,0.0
2007-08-25,ldo,32.57,0.0
2007-08-25,petrol,53.7,0.0
2007-08-25,sko,35.23,0.0
2007-09-01,hsd,37.73,0.0
2007-09-01,jp1,37.38,
2007-09-01,ldo,32.57,0.0
2007-09-01,petrol,53.7,0.0
2007-09-01,sko,35.23,0.0
2007-09-16,hsd,37.73,0.0
2007-09-16,jp1,39.19,1.81
2007-09-16,ldo,32.57,0.0
2007-09-16,petrol,53.7,0.0
2007-09-16,sko,35.23,0.0
2007-10-01,hsd,37.73,0.0
2007-10-01,jp1,40.96,1.77
2007-10-01,ldo,32.57,0.0
2007-10-01,petrol,53.7,0.0
2007-10-01,sko,35.23,0.0
2007-10-16,hsd,37.73,0.0
2007-10-16,jp1,41.12,0.16
2007-10-16,ldo,32.57,0.0
2007-10-16,petrol,53.7,0.0
2007-10-16,sko,35.23,0.0
2007-11-02,hsd,37.73,0.0
2007-11-02,ldo,32.57,0.0
2007-11-02,petrol,53.7,0.0
2007-11-02,sko,35.23,0.0
2007-11-16,hsd,37.73,0.0
2007-11-16,ldo,32.57,0.0
2007-11-16,petrol,53.7,0.0
2007-11-16,sko,32.57,-2.66
2007-12-02,hsd,37.73,0.0
2007-12-02,jp1,50.89,
2007-12-02,ldo,32.57,0.0
2007-12-02,petrol,53.7,0.0
2007-12-02,sko,35.23,2.66
2007-12-16,hsd,37.73,0.0
2007-12-16,ldo,32.57,0.0
2007-12-16,petrol,53.7,0.0
2007-12-16,sko,35.23,0.0
2008-01-01,hsd,37.73,0.0
2008-01-01,jp1,48.85,
2008-01-01,ldo,32.57,0.0
2008-01-01,petrol,53.7,0.0
2008-01-01,sko,35.23,0.0
2008-02-16,hsd,37.73,0.0
2008-02-16,jp1,49.98,1.13
2008-02-16,ldo,32.57,0.0
2008-02-16,petrol,53.7,0.0
2008-02-16,sko,35.23,0.0
2008-03-01,hsd,41.23,3.5
2008-03-01,jp1,52.77,2.79
2008-03-01,ldo,36.07,3.5
2008-03-01,petrol,58.7,5.0
2008-03-01,sko,38.73,3.5
2008-03-16,hsd,44.13,2.9
2008-03-16,ldo,38.59,2.52
2008-03-16,petrol,62.81,4.11
2008-03-16,sko,41.44,2.71
2008-04-01,hsd,44.13,0.0
2008-04-01,ldo,38.59,0.0
2008-04-01,petrol,62.81,0.0
2008-04-01,sko,41.44,0.0
2008-04-18,hsd,47.13,3.0
2008-04-18,jp1,62.31,
2008-04-18,ldo,41.59,3.0
2008-04-18,petrol,65.81,3.0
2008-04-18,sko,41.44,0.0
2008-05-01,hsd,50.13,3.0
2008-05-01,jp1,67.33,5.02
2008-05-01,ldo,44.59,3.0
2008-05-01,petrol,68.81,3.0
2008-05-01,sko,41.44,0.0
2008-05-16,hsd,50.13,0.0
2008-05-16,jp1,72.25,4.92
2008-05-16,ldo,44.59,0.0
2008-05-16,petrol,68.81,0.0
2008-05-16,sko,41.44,0.0
2008-06-01,hsd,50.13,0.0
2008-06-01,jp1,84.9,12.65
2008-06-01,ldo,44.59,0.0
2008-06-01,petrol,68.81,0.0
2008-06-01,sko,41.44,0.0
2008-06-22,hsd,50.13,0.0
2008-06-22,jp1,80.07,-4.83
2008-06-22,ldo,44.59,0.0
2008-06-22,petrol,68.81,0.0
2008-06-22,sko,41.44,0.0
2008-06-29,hsd,55.14,5.01
2008-06-29,jp1,84.9,4.83
2008-06-29,ldo,49.05,4.46
2008-06-29,petrol,75.69,6.88
2008-06-29,sko,49.73,8.29
2008-07-01,hsd,55.14,0.0
2008-07-01,jp1,82.1,-2.8
2008-07-01,ldo,49.05,0.0
2008-07-01,petrol,75.69,0.0
2008-07-01,sko,49.73,0.0
2008-07-21,hsd,64.64,9.5
2008-07-21,jp1,90.36,8.26
2008-07-21,ldo,56.5,7.45
2008-07-21,petrol,86.66,10.97
2008-07-21,sko,58.37,8.64
2008-08-01,hsd,64.64,0.0
2008-08-01,jp1,86.11,-4.25
2008-08-01,ldo,56.5,0.0
2008-08-01,petrol,86.66,0.0
2008-08-01,sko,58.37,0.0
2008-08-16,hsd,64.64,0.0
2008-08-16,jp1,77.07,-9.04
2008-08-16,ldo,56.5,0.0
2008-08-16,petrol,86.66,0.0
2008-08-16,sko,58.37,0.0
2008-09-01,hsd,64.64,0.0
2008-09-01,jp1,75.34,-1.73
2008-09-01,ldo,56.5,0.0
2008-09-01,petrol,86.66,0.0
2008-09-01,sko,58.37,0.0
2008-09-16,hsd,68.14,3.5
2008-09-16,jp1,71.44,-3.9
2008-09-16,ldo,60.0,3.5
2008-09-16,petrol,81.66,-5.0
2008-09-16,sko,61.87,3.5
2008-10-01,hsd,68.14,0.0
2008-10-01,jp1,69.01,-2.43
2008-10-01,ldo,60.0,0.0
2008-10-01,petrol,81.66,0.0
2008-10-01,sko,61.87,0.0
2008-10-16,hsd,68.14,0.0
2008-10-16,jp1,59.75,-9.26
2008-10-16,ldo,60.0,0.0
2008-10-16,petrol,81.66,0.0
2008-10-16,sko,61.87,0.0
2008-11-01,hsd,64.14,-4.0
2008-11-01,jp1,50.9,-8.85
2008-11-01,ldo,60.0,0.0
2008-11-01,petrol,76.66,-5.0
2008-11-01,sko,61.87,0.0
2008-11-16,hsd,61.14,-3.0
2008-11-16,jp1,48.57,-2.33
2008-11-16,ldo,53.0,-7.0
2008-11-16,petrol,66.66,-10.0
2008-11-16,sko,56.87,-5.0
2008-12-01,hsd,57.14,-4.0
2008-12-01,jp1,42.54,-6.03
2008-12-01,ldo,48.0,-5.0
2008-12-01,petrol,51.66,-15.0
2008-12-01,sko,51.87,-5.0
2008-12-16,hsd,57.14,0.0
2008-12-16,jp1,36.4,-6.14
2008-12-16,ldo,48.0,0.0
2008-12-16,petrol,57.66,6.0
2008-12-16,sko,51.87,0.0
2009-01-01,hsd,57.14,0.0
2009-01-01,jp1,35.89,-0.51
2009-01-01,ldo,48.0,0.0
2009-01-01,petrol,57.66,0.0
2009-01-01,sko,51.87,0.0
2009-02-01,hsd,57.14,0.0
2009-02-01,jp1,35.62,-0.27
2009-02-01,ldo,48.0,0.0
2009-02-01,petrol,57.66,0.0
2009-02-01,sko,51.87,0.0
2009-03-01,hsd,57.14,0.0
2009-03-01,jp1,31.24,-4.38
2009-03-01,ldo,48.0,0.0
2009-03-01,petrol,57.66,0.0
2009-03-01,sko,51.87,0.0
2009-04-01,hsd,57.14,0.0
2009-04-01,jp1,31.83,0.59
2009-04-01,ldo,48.0,0.0
2009-04-01,petrol,57.66,0.0
2009-04-01,sko,51.87,0.0
2009-05-01,hsd,57.14,0.0
2009-05-01,jp1,31.83,0.0
2009-05-01,ldo,48.0,0.0
2009-05-01,petrol,57.66,0.0
2009-05-01,sko,51.87,0.0
2009-05-22,hsd,55.71,-1.43
2009-05-22,jp1,31.83,0.0
2009-05-22,ldo,48.0,0.0
2009-05-22,petrol,56.21,-1.45
2009-05-22,sko,51.87,0.0
2009-06-01,hsd,55.71,0.0
2009-06-01,jp1,38.29,6.46
2009-06-01,ldo,48.0,0.0
2009-06-01,petrol,56.21,0.0
2009-06-01,sko,51.81,-0.06
2009-07-01,hsd,62.65,6.94
2009-07-01,jp1,45.82,7.53
2009-07-01,ldo,54.94,6.94
2009-07-01,petrol,62.13,5.92
2009-07-01,sko,59.35,7.54
2009-07-08,hsd,53.37,-9.28
2009-07-08,jp1,45.82,0.0
2009-07-08,ldo,51.46,-3.48
2009-07-08,petrol,50.53,-11.6
2009-07-08,sko,52.39,-6.96
2009-07-09,hsd,62.65,9.28
2009-07-09,jp1,45.82,0.0
2009-07-09,ldo,54.94,3.48
2009-07-09,petrol,62.13,11.6
2009-07-09,sko,59.35,6.96
2009-08-01,hsd,61.41,-1.24
2009-08-01,jp1,44.38,-1.44
2009-08-01,ldo,53.27,-1.67
2009-08-01,petrol,60.46,-1.67
2009-08-01,sko,57.91,-1.44
2009-09-01,hsd,66.0,4.59
2009-09-01,jp1,48.12,3.74
2009-09-01,ldo,56.96,3.69
2009-09-01,petrol,65.26,4.8
2009-09-01,sko,60.6,2.69
2009-10-01,hsd,64.79,-1.21
2009-10-01,jp1,46.03,-2.09
2009-10-01,ldo,54.97,-1.99
2009-10-01,petrol,61.63,-3.63
2009-10-01,sko,57.87,-2.73
2009-11-01,hsd,64.79,0.0
2009-11-01,jp1,48.37,2.34
2009-11-01,ldo,54.97,0.0
2009-11-01,petrol,61.63,0.0
2009-11-01,sko,57.87,0.0
2009-12-01,hsd,70.52,5.73
2009-12-01,jp1,52.29,3.92
2009-12-01,ldo,60.22,5.25
2009-12-01,petrol,66.0,4.37
2009-12-01,sko,52.63,-5.24
2010-01-01,e10,62.61,
2010-01-01,hsd,68.56,-1.96
2010-01-01,jp1,50.7,-1.59
2010-01-01,ldo,58.1,-2.12
2010-01-01,petrol,65.11,-0.89
2010-01-01,sko,60.75,8.12
2010-02-01,e10,62.61,0.0
2010-02-01,hsd,71.86,3.3
2010-02-01,jp1,53.41,2.71
2010-02-01,ldo,61.07,2.97
2010-02-01,petrol,71.21,6.1
2010-02-01,sko,64.06,3.31
2010-03-01,hsd,69.89,-1.97
2010-03-01,jp1,51.25,-2.16
2010-03-01,ldo,59.47,-1.6
2010-03-01,petrol,70.57,-0.64
2010-03-01,sko,61.5,-2.56
2010-04-01,e10,70.64,
2010-04-01,hsd,73.39,3.5
2010-04-01,jp1,54.54,3.29
2010-04-01,ldo,62.2,2.73
2010-04-01,petrol,73.14,2.57
2010-04-01,sko,64.81,3.31
2010-05-01,hsd,76.8,3.41
2010-05-01,ldo,65.76,3.56
2010-05-01,petrol,75.08,1.94
2010-05-01,sko,68.89,4.08
2010-06-01,hsd,75.72,-1.08
2010-06-01,jp1,55.36,
2010-06-01,ldo,62.61,-3.15
2010-06-01,petrol,69.04,-6.04
2010-06-01,sko,65.49,-3.4
2010-07-01,hsd,71.58,-4.14
2010-07-01,jp1,55.2,-0.16
2010-07-01,ldo,61.66,-0.95
2010-07-01,petrol,67.95,-1.09
2010-07-01,sko,65.38,-0.11
2010-08-01,hsd,73.03,1.45
2010-08-01,jp1,54.76,-0.44
2010-08-01,ldo,61.35,-0.31
2010-08-01,petrol,67.74,-0.21
2010-08-01,sko,64.85,-0.53
2010-09-01,hsd,74.6,1.57
2010-09-01,jp1,55.45,0.69
2010-09-01,ldo,62.67,1.32
2010-09-01,petrol,67.26,-0.48
2010-09-01,sko,65.57,0.72
2010-10-01,hsd,73.82,-0.78
2010-10-01,jp1,65.65,10.2
2010-10-01,ldo,62.34,-0.33
2010-10-01,petrol,66.99,-0.27
2010-10-01,sko,65.8,0.23
2010-10-22,hsd,113.29,39.47
2010-10-22,petrol,101.08,34.09
2010-10-22,sko,103.0,37.2
2010-11-01,hsd,78.33,-34.96
2010-11-01,jp1,60.26,
2010-11-01,ldo,66.61,
2010-11-01,petrol,72.96,-28.12
2010-11-01,sko,70.95,-32.05
2010-12-01,hsd,78.33,0.0
2010-12-01,jp1,61.18,0.92
2010-12-01,ldo,66.61,0.0
2010-12-01,petrol,72.96,0.0
2010-12-01,sko,70.95,0.0
2011-01-01,hsd,82.58,4.25
2011-01-01,jp1,64.65,3.47
2011-01-01,ldo,70.97,4.36
2011-01-01,petrol,79.67,6.71
2011-01-01,sko,74.99,4.04
2011-01-07,hsd,78.33,-4.25
2011-01-07,jp1,64.65,0.0
2011-01-07,ldo,66.61,-4.36
2011-01-07,petrol,72.96,-6.71
2011-01-07,sko,70.95,-4.04
2011-02-01,hsd,78.33,0.0
2011-02-01,jp1,68.48,3.83
2011-02-01,ldo,66.61,0.0
2011-02-01,petrol,72.96,0.0
2011-02-01,sko,70.95,0.0
2011-03-01,e10,77.69,
2011-03-01,hsd,86.09,7.76
2011-03-01,jp1,74.37,5.89
2011-03-01,ldo,73.21,6.6
2011-03-01,petrol,80.19,7.23
2011-03-01,sko,77.95,7.0
2011-03-05,e10,74.08,-3.61
2011-03-05,hsd,82.22,-3.87
2011-03-05,jp1,74.37,0.0
2011-03-05,ldo,69.91,-3.3
2011-03-05,petrol,76.58,-3.61
2011-03-05,sko,74.45,-3.5
2011-03-15,e10,74.08,0.0
2011-03-15,hsd,82.22,0.0
2011-03-15,jp1,74.37,0.0
2011-03-15,ldo,69.91,0.0
2011-03-15,petrol,76.58,0.0
2011-03-15,sko,74.45,0.0
2011-04-01,e10,81.06,6.98
2011-04-01,hsd,92.89,10.67
2011-04-01,jp1,82.95,8.58
2011-04-01,ldo,78.98,9.07
2011-04-01,petrol,83.56,6.98
2011-04-01,sko,84.1,9.65
2011-05-01,hsd,97.31,4.42
2011-05-01,jp1,86.44,3.49
2011-05-01,ldo,88.3,9.32
2011-05-01,petrol,88.41,4.85
2011-05-01,sko,89.7,5.6
2011-06-01,e10,84.2,
2011-06-01,hsd,94.11,-3.2
2011-06-01,jp1,83.91,-2.53
2011-06-01,ldo,88.3,0.0
2011-06-01,petrol,86.71,-1.7
2011-06-01,sko,84.65,-5.05
2011-07-01,e10,81.21,-2.99
2011-07-01,hsd,92.1,-2.01
2011-07-01,jp1,81.04,-2.87
2011-07-01,ldo,80.91,-7.39
2011-07-01,petrol,83.71,-3.0
2011-07-01,sko,84.65,0.0
2011-08-01,e10,82.3,1.09
2011-08-01,hsd,92.1,0.0
2011-08-01,jp1,83.04,2.0
2011-08-01,ldo,83.52,2.61
2011-08-01,petrol,84.8,1.09
2011-08-01,sko,86.62,1.97
2011-08-26,hsd,92.64,0.54
2011-08-26,ldo,83.52,0.0
2011-08-26,petrol,84.8,0.0
2011-08-26,sko,86.62,0.0
2011-10-01,e10,86.45,
2011-10-01,hsd,94.15,1.51
2011-10-01,jp1,79.12,
2011-10-01,ldo,83.52,0.0
2011-10-01,petrol,88.95,4.15
2011-10-01,sko,86.62,0.0
2011-11-01,e10,84.91,-1.54
2011-11-01,hsd,94.15,0.0
2011-11-01,jp1,76.75,-2.37
2011-11-01,ldo,81.99,-1.53
2011-11-01,petrol,87.41,-1.54
2011-11-01,sko,85.76,-0.86
2011-12-01,e10,85.39,0.48
2011-12-01,hsd,98.82,4.67
2011-12-01,jp1,81.88,5.13
2011-12-01,ldo,86.78,4.79
2011-12-01,petrol,87.89,0.48
2011-12-01,sko,89.24,3.48
2012-01-01,e10,87.05,1.66
2012-01-01,hsd,98.82,0.0
2012-01-01,jp1,81.88,0.0
2012-01-01,ldo,86.78,0.0
2012-01-01,petrol,89.54,1.65
2012-01-01,sko,89.24,0.0
2012-02-01,hsd,103.46,4.64
2012-02-01,jp1,83.43,1.55
2012-02-01,ldo,90.21,3.43
2012-02-01,petrol,94.91,5.37
2012-02-01,sko,92.02,2.78
2012-03-01,e10,95.17,
2012-03-01,hsd,103.46,0.0
2012-03-01,jp1,87.9,4.47
2012-03-01,ldo,93.29,3.08
2012-03-01,petrol,97.66,2.75
2012-03-01,sko,96.4,4.38
2012-04-01,e10,103.18,8.01
2012-04-01,hsd,108.16,4.7
2012-04-01,jp1,90.79,2.89
2012-04-01,ldo,98.74,5.45
2012-04-01,petrol,105.68,8.02
2012-04-01,sko,101.69,5.29
2012-04-04,hsd,107.0,-1.16
2012-04-04,jp1,90.79,0.0
2012-04-04,ldo,98.74,0.0
2012-04-04,petrol,103.36,-2.32
2012-04-04,sko,99.95,-1.74
2012-05-01,e10,100.86,
2012-05-01,hsd,107.0,0.0
2012-05-01,jp1,90.79,0.0
2012-05-01,ldo,98.74,0.0
2012-05-01,petrol,103.36,0.0
2012-05-01,sko,99.95,0.0
2012-06-01,e10,97.47,-3.39
2012-06-01,hsd,105.77,-1.23
2012-06-01,jp1,87.13,-3.66
2012-06-01,ldo,91.59,-7.15
2012-06-01,petrol,99.97,-3.39
2012-06-01,sko,94.05,-5.9
2012-06-16,e10,87.01,-10.46
2012-06-16,hsd,99.69,-6.08
2012-06-16,jp1,78.43,-8.7
2012-06-16,ldo,86.57,-5.02
2012-06-16,petrol,89.51,-10.46
2012-06-16,sko,88.79,-5.26
2012-07-01,e10,81.99,-5.02
2012-07-01,hsd,97.21,-2.48
2012-07-01,jp1,75.95,-2.48
2012-07-01,ldo,83.71,-2.86
2012-07-01,petrol,84.99,-4.52
2012-07-01,sko,86.25,-2.54
2012-07-16,e10,83.4,1.41
2012-07-16,hsd,97.21,0.0
2012-07-16,jp1,77.92,1.97
2012-07-16,ldo,85.33,1.62
2012-07-16,petrol,85.9,0.91
2012-07-16,sko,88.19,1.94
2012-08-01,hsd,101.79,4.58
2012-08-01,jp1,82.36,4.44
2012-08-01,ldo,90.11,4.78
2012-08-01,petrol,93.57,7.67
2012-08-01,sko,92.83,4.64
2012-08-16,hsd,101.79,0.0
2012-08-16,petrol,93.57,0.0
2012-08-16,sko,92.83,0.0
2012-08-23,hsd,106.19,4.4
2012-08-23,ldo,93.3,
2012-08-23,petrol,96.78,3.21
2012-08-23,sko,96.35,3.52
2012-09-01,hsd,112.13,5.94
2012-09-01,ldo,98.84,5.54
2012-09-01,petrol,104.55,7.77
2012-09-01,sko,102.21,5.86
2012-09-10,hsd,115.52,3.39
2012-09-10,jp1,93.67,
2012-09-10,ldo,99.41,0.57
2012-09-10,petrol,99.9,-4.65
2012-09-10,sko,104.0,1.79
2012-09-17,hsd,113.77,-1.75
2012-09-17,jp1,94.25,0.58
2012-09-17,ldo,99.27,-0.14
2012-09-17,petrol,106.72,6.82
2012-09-17,sko,104.68,0.68
2012-09-24,hsd,113.3,-0.47
2012-09-24,ldo,97.17,-2.1
2012-09-24,petrol,108.45,1.73
2012-09-24,sko,101.36,-3.32
2012-10-01,e10,99.95,
2012-10-01,hsd,113.16,-0.14
2012-10-01,jp1,90.42,
2012-10-01,ldo,96.22,-0.95
2012-10-01,petrol,102.45,-6.0
2012-10-01,sko,101.23,-0.13
2012-10-08,hsd,110.46,-2.7
2012-10-08,ldo,96.7,0.48
2012-10-08,petrol,105.49,3.04
2012-10-08,sko,101.95,0.72
2012-10-15,hsd,113.62,3.16
2012-10-15,jp1,93.08,
2012-10-15,ldo,97.93,1.23
2012-10-15,petrol,103.4,-2.09
2012-10-15,sko,103.87,1.92
2012-10-22,hsd,113.29,-0.33
2012-10-22,jp1,92.46,-0.62
2012-10-22,ldo,97.68,-0.25
2012-10-22,petrol,101.08,-2.32
2012-10-22,sko,103.0,-0.87
2012-11-22,e10,100.15,
2012-11-22,hsd,109.77,-3.52
2012-11-22,jp1,88.22,-4.24
2012-11-22,ldo,93.89,-3.79
2012-11-22,petrol,102.65,1.57
2012-11-22,sko,99.03,-3.97
2012-12-22,e10,98.92,-1.23
2012-12-22,hsd,110.13,0.36
2012-12-22,jp1,88.04,-0.18
2012-12-22,ldo,94.34,0.45
2012-12-22,petrol,101.42,-1.23
2012-12-22,sko,98.81,-0.22
2013-01-22,e10,100.57,1.65
2013-01-22,hsd,109.21,-0.92
2013-01-22,jp1,89.24,1.2
2013-01-22,ldo,94.33,-0.01
2013-01-22,petrol,103.07,1.65
2013-01-22,sko,99.9,1.09
2013-03-01,e10,104.1,3.53
